Name,Bundesland,Schultyp,Kategorien,email_encoded,,
Timm-Kröger-Schule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Astrid-Lindgren-Schule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Haseldorfer Marsch ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Peter-Lunding-Schule Grundschule Hasloh,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Heidgraben ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Heist ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Hemdingen - Ellerhoop Grundschule des Amtes Rantzau in Hemdingen,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Hörnerkirchen ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Heinrich-Eschenburg-Schule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Klein Nordende-Lieth ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Kölln-Reisiek ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Kummerfeld ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Moorrege ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Hans-Claussen-Schule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Helene-Lange-Schule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Rübekamp ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Thesdorf ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Schule Waldenau ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Prisdorf ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Goethe-Schule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Waldschule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Brüder-Grimm-Schule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Erich Kästner Schule Grundschule der Gemeinde Rellingen-Krupunder,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Gorch-Fock-Schule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Altgemeinde ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Seester ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Wiepeldorn ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Tangstedt ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Fritz-Reuter-Schule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Friedrich-Ebert-Grundschule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Birkenallee ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Albert-Schweitzer-Schule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Altstadt ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Moorwegschule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Bickbargen ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Mühlenberg ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Johannes-Schwennesen-Schule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
James-Krüss-Schule mit Außenstelle GS Bokholt-Hanredder,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Schulzentrum Nord Grund- und Regionalschule in Pinneberg,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Regionalschule am Himmelsbarg ,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Regionalschule der Stadt Wedel ,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Comenius-Schule Quickborn Gemeinschaftsschule der Stadt Quickborn,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Rosenstadtschule Uetersen Grund- und Regionalschule,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Bismarckschule ,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Elsa-Brändström-Schule ,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Johannes-Brahms-Schule ,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Theodor-Heuss-Schule ,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Dietrich-Bonhoeffer-Gymnasium ,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Ludwig-Meyn-Gymnasium ,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Johann-Rist-Gymnasium ,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Elsensee-Gymnasium ,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Carl-Friedrich-von-Weizsäcker-Gymnasium Barmstedt/Rantzau,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Wolfgang-Borchert-Gymnasium ,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Gymnasium Schenefeld ,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Grund- und Gemeinschaftsschule an der Bek ,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Grund- und Gemeinschaftsschule Pinneberg ,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Gemeinschaftsschule Rugenbergen ,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Boje-C.-Steffen-Gemeinschaftsschule Gemeinschaftsschule der Stadt Elmshorn,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Anne-Frank-Gemeinschaftsschule ,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Caspar-Voght-Schule Grund- und Gemeinschaftsschule Rellingen,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Gemeinschaftsschule Achter de Weiden ,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Gottfried-Semper-Schule,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Erich Kästner Gemeinschaftsschule mit gymnasialer Oberstufe,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Klaus-Groth-Schule Gemeinschaftsschule mit gymnasialer Oberstufe,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Johann-Comenius-Schule Thesdorf Gemeinschaftsschule mit gymnasialer Oberstufe,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Gebrüder-Humboldt-Schule Gemeinschaftsschule mit gymnasialer Oberstufe d. Stadt Wedel,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
James-Krüss-Schule Grund- und Gemeinschaftsschule,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Albert-Schweitzer-Schule FöZ Lernen,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Paul-Dohrmann-Schule FöZ Lernen,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Heinrich-Hanselmann-Schule FöZ,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Ernst-Barlach-Schule FöZ Lernen,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Geschwister-Scholl-Schule FöZ Lernen,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Pestalozzi-Schule Förderschule und Förderzentrum,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Förderzentrum Rellingen im Schulzentrum Egenbüttel,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Heideweg-Schule FöZ geistige Entw.,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Raboisenschule FöZ geistige Entw.,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Schule Vogelsang ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Ostseeschule Grundschule des Schulverbandes Blekendorf in Blekendorf,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Bönebüttel ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Barkauer Land ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Astrid-Lindgren-Grundschule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Laboe ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
"Grundschule der Stadt Lütjenburg, der Gemeinde Giekau und der Gemeinde Panker in Lütjenburg",Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule an der Bake ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Breitenauschule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Rodomstorschule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Hermann-Ehlers-Schule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Dörfergemeinschaftsschule Probsteierhagen ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule der Stadt Schwentinental in Schwentinental ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule an den Salzwiesen ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Schwartbuck ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Trent ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Schellhorn ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Friedrich-Ebert-Schule ,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Grund- und Regionalschule Wankendorf ,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Grund- und Regionalschule Wilhelminenschule ,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Grund- und Regionalschule Schule am Selenter See ,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Grund- und Regionalschule Schönkirchen ,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Grund- und Regionalschule Heikendorf ,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Schule am Schiffsthal Gemeinschaftsschule Plön,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Regionalschule Hoffmann-von-Fallersleben ,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Gymnasium Lütjenburg im Hoffmann-von-Fallersleben-Schulzentrum,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Gymnasium Schloss Plön Gymnasium des Kreises Plön,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Friedrich-Schiller-Gymnasium ,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Heinrich-Heine-Gymnasium ,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Theodor-Heuss-Gemeinschaftsschule ,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Gemeinschaftsschule Probstei ,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Albert-Schweitzer-Schule ,Schleswig-Holstein,Öffentlich, Grundschulen  Gemeinschaftsschulen ,1,,
Förderzentrum Lütjenburg,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Förderzentrum Plön ,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Johann-Heinrich-Pestalozzi-Schule FÖZ Preetz,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Förderzentrum FöZ Lernen,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Gustav-Heinemann-Schule FöZ Lernen,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Landesförderzentrum körperliche und motorische Entwicklung,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Schule am Kührener Berg FöZ geistige Entw.,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Grundschule Alt Duvenstedt ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Claus-Rixen-Schule Grundschule mit Außenstelle am Stifter Wald,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Hüttener Berge ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Bargstedt ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Barkelsby Offene Ganztagsschule,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Lindenschule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Borgstedt ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule des Amtes Achterwehr in Bredenbek ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Astrid-Lindgren-Schule Büdelsdorf,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Friedrich-Ebert-Schule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Dänischenhagen ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Richard-Vosgerau-Schule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Elsdorf ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule des Amtes Achterwehr in Felde Grundschule - offene Ganztagsschule,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Fleckeby ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Parkschule Gettorf / Neudorf Grundschule des Schulverbandes Gettorf und Umgebung,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule des Schulverbandes Nortorf in Groß Vollstedt mit Außenstelle Emkendorf,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Hamdorf mit Außenstelle Breiholz,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Schule am Park Grundschule mit Förderzentrumsteil Hohenwestedt,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Schule am See Grundschule des Schulverbandes Groß Wittensee / Holtsee,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Schule Mittelschwansen ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Brüder-Grimm-Schule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Eichendorff-Schule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Langwedel ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Mielkendorf ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Nortorf ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Osdorf des Schulverbandes Osdorf-Felm-Noer ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Aukamp-Schule Osterrönfeld ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Eidertal Molfsee ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Obereider,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Neuwerk-Moltkeschule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Schule Mastbrook ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Schule Rotenhof Grundschule der Stadt Rendsburg,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule am Nord-Ostsee-Kanal des Schulverbandes Schinkel/Neuwittenbek in Schinkel,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Strande ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Regenbogenschule Grundschule des Amtes Achterwehr in Strohbrück,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Surendorf ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule des Schulverbandes Nortorf in Timmaspe ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Hermann-Claudius-Schule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule des Schulverbandes Bordesholm in Wattenbek ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Gorch-Fock-Schule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grund- und Regionalschule Rieseby ,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Regionalschule Altenholz ,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Christian-Timm-Schule-Regionalschule-Rendsburg Europaschule,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Grund- und Regionalschule Schacht-Audorf ,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Grund- und Regionalschule des Amtes Hüttener Berge in Owschlag,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Schule am Eiderwald Flintbek Grund- und Regionalschule,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Fritz-Reuter-Schule Grund- und Regionalschule,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Grund- und Regionalschule des Amtes Jevenstedt in Jevenstedt ,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Theodor-Storm-Schule Hohn Grund- und Regionalschule des Amtes Hohner Harde,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Aukrugschule ,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Jungmannschule ,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Helene-Lange-Gymnasium ,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Herderschule Europaschule,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Gymnasium Altenholz ,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Gymnasium Kronshagen ,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Gymnasium Kronwerk ,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Isarnwohld-Schule Gymnasium mit Gemeinschaftsschulteil des Schulverbandes Gettorf und Umgegend in Gettorf,Schleswig-Holstein,Öffentlich, Gymnasien  Gemeinschaftsschulen ,1,,
Schule Hohe Geest Gymnasium i.E. mit Regionalschulteil des Schulverbandes Hohenwestedt,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Hans-Brüggemann-Schule Gemeinschaftsschule mit Oberstufe,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen  Gymnasiale Oberstufe ,1,,
Gemeinschaftsschule der Stadt Rendsburg Europaschule,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Heinrich-Heine-Schule Gemeinschaftsschule Büdelsdorf,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Gemeinschaftsschule Nortorf ,Schleswig-Holstein,Öffentlich,,1,,
Grund- und Gemeinschaftsschule Fockbek mit Außenstelle in Nübbel,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Theodor-Storm-Dörfergemeinschaftsschule Grund- und Gemeinschaftsschule mit Förderzentrumsteil und dem Standort Todenbüttel,Schleswig-Holstein,Öffentlich, Grundschulen  Gemeinschaftsschulen  Förderschulen ,1,,
Grund- und Gemeinschaftsschule Eckernförde ,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Gemeinschaftsschule Kronshagen ,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Peter-Ustinov-Schule Gemeinschaftsschule mit gymnasialer Oberstufe,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Pestalozzi-Schule FöZ Lernen,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Förderzentrum mit dem Schwerpunkt Lernen in Nortorf des Schulverbandes Nortorf,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Förderzentrum Lernen der Stadt Rendsburg ,Schleswig-Holstein,Öffentlich, Förderzentrum ,0,,
Helene-Dieckmann-Schule FöZ im Schwerpunkt Lernen für Altenholz-Gettorf-Kronshagen,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Friedrich-Fröbel-Schule FöZ Lernen,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Sternschule Förderzentrum mit dem Schwerpunkt Sprache,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Helen-Keller-Schule Landesförderzentrum körperliche und motorische Entwicklung,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Schule an den Eichen FöZ geistige Entw.,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Albert-Schweitzer-Schule FöZ geistige Entw.,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Schule am Noor FöZ geistige Entw.,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Schule Hochfeld Förderzentrum Schwerpunkt Geistige Entwicklung,Schleswig-Holstein,Öffentlich, Förderzentrum ,1,,
Georg-Asmussen-Schule Grundschule des Amtes Geltinger Bucht in Gelting,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Schule am Kegelberg ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Großenwiehe ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule des Schulverbandes Mittelangeln in Husby Betreute Grundschule,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Jörl ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Langballig ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Medelby ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Oeversee ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Satrup Regenbogenschule,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Kieholm ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Schule im Autal Grundschule,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Südensee-Schule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Steinbergkirche ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Wanderup ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Munkbrarup ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Heinrich-Andresen-Schule Grundschule Sterup,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Bergenhusen ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Auenwaldschule Grundschule Böklund,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Schule am Margarethenwall Grundschule Busdorf des Schulverbandes Haithabu,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Fahrdorf ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Jübek ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Karby ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Mohrkirch ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Knüttel-Grundschule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Norderstapel ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Boy-Lornsen-Schule Südangeln,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Boy-Lornsen-Grundschule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
St.- Jürgen-Schule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Wilhelminenschule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Schule Nord ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Nordlicht-Schule,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Brarup-Schule Grundschule Süderbrarup,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grundschule Treia ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Grund- und Regionalschule Großsolt ,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Gorch-Fock-Schule ,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Grund- und Regionalschule Schuby mit Außenstelle Hollingstedt,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Grund- und Regionalschule Tolk ,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Stapelholmschule Grund- und Regionalschule,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Erich-Kästner Schule Gemeinschaftsschule des Amtes Arensharde in Silberstedt,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Grund- und Regionalschule Eggebek Eichenbachschule,Schleswig-Holstein,Öffentlich, Regionalschulen ,1,,
Auenwaldschule Gemeinschaftsschule,Schleswig-Holstein,Öffentlich, Gemeinschaftsschulen ,1,,
Bugenhagenschule ,Schleswig-Holstein,Öffentlich, Grundschulen ,1,,
Klaus-Harms-Schule ,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Bernstorff-Gymnasium Satrup Europaschule,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Lornsenschule Europaschule,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
Domschule ,Schleswig-Holstein,Öffentlich, Gymnasien ,1,,
