Name,Bundesland,Schultyp,Kategorien,email_encoded,,
Dr.-Georg-Sacke-Schule Klinik und Krankenhausschule der Stadt Leipzig,Sachsen,Öffentlich, Klinik- und Krankenhausschulen ,1,,
Förderschulzentrum Oelsnitz/Erzgebirge,Sachsen,Öffentlich, Förderschulen ,1,,
"Förderzentrum ""Clemens Winkler"" Brand-Erbisdorf",Sachsen,Öffentlich, Förderschulen ,1,,
"Förderschulzentrum ""Oberes Vogtland""",Sachsen,Öffentlich, Förderschulen ,1,,
"Förderschulzentrum Oberland ""Albert Schweitzer""",Sachsen,Öffentlich, Förderschulen ,1,,
Förderschulzentrum Görlitz,Sachsen,Öffentlich, Förderschulen ,1,,
"Förderschulzentrum ""Peter Rosegger"" Coswig",Sachsen,Öffentlich, Förderschulen ,1,,
"Förderschulzentrum ""Oberes Osterzgebirge""",Sachsen,Öffentlich, Förderschulen ,1,,
Förderschulzentrum an der Promenade Torgau,Sachsen,Öffentlich, Förderschulen ,1,,
Abendoberschule Chemnitz,Sachsen,Öffentlich, Hauptschulen  Realschulen  Oberschulen  Andere  Mittelschulen  ,1,,
Humboldtschule Mittelschule,Sachsen,Öffentlich, Mittelschulen  ,1,,
Abendmittelschule Dresden,Sachsen,Öffentlich, Mittelschulen  ,1,,
Abendmittelschule Bautzen,Sachsen,Öffentlich, Mittelschulen  ,1,,
Mittelschule Innenstadt Görlitz,Sachsen,Öffentlich, Mittelschulen  ,1,,
Abendgymnasium Leipzig,Sachsen,Öffentlich, Mittelschulen  ,1,,
Abendgymnasium Chemnitz,Sachsen,Öffentlich, Mittelschulen  ,1,,
Käthe-Kollwitz-Gymnasium,Sachsen,Öffentlich, Mittelschulen  ,1,,
Abendgymnasium Dresden,Sachsen,Öffentlich, Mittelschulen  ,1,,
Philipp-Melanchthon-Gymnasium Bautzen,Sachsen,Öffentlich, Mittelschulen  ,1,,
Abendgymnasium Leipzig,Sachsen,Öffentlich, Mittelschulen  ,1,,
Erzgebirgskolleg,Sachsen,Öffentlich, Realschulen  Gymnasien  Gesamtschulen  Gymnasiale Oberstufe  Kollegs  Andere  Sekundarschulen  Mittelschulen   Regelschulen  ,1,,
Freiberg-Kolleg,Sachsen,Öffentlich, Gymnasiale Oberstufe  Kollegs ,1,,
"Adolph-Diesterweg-Gymnasium Allgemeinbildendes Gymnasium, Vogtland-Kolleg",Sachsen,Öffentlich, Kollegs ,1,,
Leipzig-Kolleg,Sachsen,Öffentlich, Kollegs ,1,,
"Berufliches Schulzentrum für Gastgewerbe, Ernährung, Hauswirtschaft",Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum für Gesundheit und Sozialwesen,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum für Technik I Industrieschule,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum für Technik II Handwerkerschule,Sachsen,Öffentlich, Berufliche Schulen  Berufsschulen  Gymnasiale Oberstufe ,1,,
Berufliches Schulzentrum für Technik III Richard-Hartmann-Schule,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum für Wirtschaft I,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum für Wirtschaft II,Sachsen,Öffentlich, Berufsschulen ,1,,
Klinikum Chemnitz gGmbH, Medizinische Berufsfachschule,Sachsen,Öffentlich, Berufsfachschulen ,1,
"Berufliches Schulzentrum für Technik, Ernährung und Wirtschaft",Sachsen,Öffentlich, Berufsschulen ,1,,
"Berufliches Schulzentrum für Technik und Hauswirtschaft ""Dr. Friedrich Dittes""",Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum für Wirtschaft und Sozialwesen,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum Freiberg mit Schulteil Berufsbildende Förderschule,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum für Technik und Wirtschaft ,Sachsen,Öffentlich, Berufliche Schulen  Berufsschulen  Gymnasiale Oberstufe  Fachschulen  Bildungszentrum  Weiterbildung  Fachoberschulen ,1,,
Fachschulzentrum Freiberg-Zug,Sachsen,Öffentlich, Fachschulen ,1,,
"Berufliches Schulzentrum für Technik, Wirtschaft und Hauswirtschaft Zschopau",Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum Mittweida,Sachsen,Öffentlich, Berufsschulen ,1,,
"Berufliches Schulzentrum für Technik, Wirtschaft, Gesundheit",Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum e.o.plauen,Sachsen,Öffentlich, Gymnasien  Berufsfachschulen  Berufliche Schulen  Berufsschulen  Fachschulen  Fachoberschulen ,1,,
"Berufliches Schulzentrum für Wirtschaft,Gesundheit, Ernährung und Forstwirtschaft ""Anne Frank"" ",Sachsen,Öffentlich, Gymnasien  Berufsfachschulen  Berufliche Schulen  Berufsschulen  Gymnasiale Oberstufe  Fachschulen  Schulen des Gesundheitswesens  Wirtschaftsschulen   Fachoberschulen ,1,,
Fachschule für Landwirtschaft Plauen,Sachsen,Öffentlich, Fachschulen ,1,,
Berufliches Schulzentrum für Bau- und Oberflächentechnik Zwickau,Sachsen,Öffentlich, Berufsschulen ,1,,
"Berufliches Schulzentrum für Technik ""August Horch"" Zwickau",Sachsen,Öffentlich, Berufsschulen ,1,,
Medizinische Berufsfachschule am Heinrich-Braun-Klinikum Zwickau gGmbH,Sachsen,Öffentlich, Berufsfachschulen ,1,,
Fachschule für Landwirtschaft Zwickau,Sachsen,Öffentlich, Fachschulen ,1,,
"Berufliches Schulzentrum für Ernährung und Hauswirtschaft, Agrarwirtschaft",Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum für Technik und Hauswirtschaft,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum für Wirtschaft,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum für Technik ,Sachsen,Öffentlich, Berufsschulen  Gymnasiale Oberstufe  Fachschulen  Fachoberschulen ,1,,
Berufliches Schulzentrum für Ernährung und Hauswirtschaft,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum für Wirtschaft und Sozialwesen,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum für Ernährung und Hauswirtschaft,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum Bau und Technik Dresden,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum für Elektrotechnik Dresden,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum für Agrarwirtschaft und Ernährung Dresden,Sachsen,Öffentlich, Berufliche Schulen  Berufsschulen  Gymnasiale Oberstufe  Fachoberschulen ,1,,
"Berufliches Schulzentrum für Gastgewerbe ""Ernst Lößnitzer"" Dresden",Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum für Gesundheit und Sozialwesen ,Sachsen,Öffentlich, Berufsfachschulen  Berufliche Schulen  Berufsschulen  Gymnasiale Oberstufe  Fachoberschulen ,1,,
Berufliches Schulzentrum Dienstleistung und Gestaltung Dresden,Sachsen,Öffentlich, Berufsschulen ,1,,
"Berufliches Schulzentrum für Technik ""Gustav Anton Zeuner"" Dresden",Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum für Technik und Wirtschaft Dresden,Sachsen,Öffentlich, Berufsschulen ,1,,
"Berufliches Schulzentrum für Wirtschaft ""Prof. Dr. Zeigner""",Sachsen,Öffentlich, Berufsschulen ,1,,
"Berufliches Schulzentrum für Wirtschaft ""Franz Ludwig Gehe"" Dresden",Sachsen,Öffentlich, Berufsschulen ,1,,
Medizinische Berufsfachschule am Städtischen Klinikum Dresden-Friedrichstadt,Sachsen,Öffentlich, Berufsfachschulen ,1,,
Carus Akademie am Universitätsklinikum Carl Gustav Carus Dresden Ersatzschule,Sachsen,Öffentlich, Berufsfachschulen  Berufliche Schulen  Bildungszentrum  Weiterbildung  Ergänzungsschulen ,1,,
Fachschule für Agrartechnik Fachschule für Gartenbau Dresden-Pillnitz,Sachsen,Öffentlich, Fachschulen ,1,,
Berufliches Schulzentrum Meißen,Sachsen,Öffentlich, Berufliche Schulen  Berufsschulen  Fachschulen  Fachoberschulen ,1,,
Medizinische Berufsfachschule der Elblandkliniken Meißen GmbH & Co. KG,Sachsen,Öffentlich, Berufsfachschulen ,1,,
Berufliches Schulzentrum Radebeul,Sachsen,Öffentlich, Berufsschulen ,1,,
"Berufliches Schulzentrum ""Karl Preusker"" Großenhain",Sachsen,Öffentlich, Berufsschulen ,1,,
Landratsamt Meißen Dezernat Verwaltung Fachschule für Landwirtschaft Großenhain,Sachsen,Öffentlich, Fachschulen ,1,,
Berufliches Schulzentrum für Technik und Wirtschaft Riesa,Sachsen,Öffentlich, Berufliche Schulen  Berufsschulen  Gymnasiale Oberstufe  Bildungszentrum  Sekundarschulen  Wirtschaftsschulen   Fachoberschulen ,1,,
Berufliches Schulzentrum für Technik Pirna,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum für Wirtschaft Pirna,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum Dippoldiswalde,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum ,Sachsen,Öffentlich, Gymnasien  Berufsfachschulen  Berufliche Schulen  Berufsschulen  Fachschulen  Fachoberschulen ,1,,
Berufliches Schulzentrum ,Sachsen,Öffentlich, Berufsfachschulen  Berufliche Schulen  Berufsschulen  Gymnasiale Oberstufe  Fachschulen  Fachoberschulen ,1,,
Medizinische Berufsfachschule am Städtischen Klinikum Görlitz gGmbH,Sachsen,Öffentlich, Berufsfachschulen ,1,,
Berufliches Schulzentrum Konrad Zuse,Sachsen,Öffentlich, Berufsfachschulen  Berufliche Schulen  Berufsschulen  Gymnasiale Oberstufe  Fachschulen  Fachoberschulen ,1,,
Medizinische Berufsfachschule am Seenland Klinikum GmbH,Sachsen,Öffentlich, Berufsfachschulen ,1,,
Berufliches Schulzentrum für Ernährung und Hauswirtschaft/Körperpflege,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum für Wirtschaft und Technik,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum Weißwasser-Boxberg,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum Löbau,Sachsen,Öffentlich, Berufliche Schulen  Berufsschulen  Gymnasiale Oberstufe  Fachschulen ,1,,
"Fachschule für Landwirtschaft Löbau am Landesamt für Umwelt, Landwirtschaft und Geologie, Abt. 3 Außenstelle Löbau",Sachsen,Öffentlich, Fachschulen ,1,,
Berufliches Schulzentrum Zittau,Sachsen,Öffentlich, Berufsschulen ,1,,
Medizinische Berufsfachschule Zittau,Sachsen,Öffentlich, Berufsfachschulen ,1,,
Berufliches Schulzentrum Kamenz,Sachsen,Öffentlich, Berufsfachschulen  Berufliche Schulen  Berufsschulen  Fachschulen  Fachoberschulen ,1,,
Berufliches Schulzentrum Radeberg,Sachsen,Öffentlich, Berufsschulen  Fachschulen  Fachoberschulen ,1,,
Berufliches Schulzentrum 1 für Wirtschaft und Verwaltung Leipzig,Sachsen,Öffentlich, Berufsschulen ,1,,
Susanna-Eger-Schule Leipzig Berufliches Schulzentrum der Stadt Leipzig,Sachsen,Öffentlich, Berufsschulen ,1,,
"Henriette-Goldschmidt-Schule, Berufliches Schulzentrum der Stadt Leipzig ",Sachsen,Öffentlich, Berufsfachschulen  Berufliche Schulen  Berufsschulen  Fachschulen  Fachoberschulen ,1,,
"Berufliches Schulzentrum 12 ""Robert Blum"" Leipzig",Sachsen,Öffentlich, Berufsschulen ,1,,
Karl-Heine-Schule Berufliches Schulzentrum der Stadt Leipzig,Sachsen,Öffentlich, Berufsschulen ,1,,
Arwed-Rossbach-Schule Berufliches Schulzentrum 6 der Stadt Leipzig,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum 7 für Elektrotechnik Leipzig,Sachsen,Öffentlich, Berufsschulen ,1,,
Gutenbergschule Berufliches Schulzentrum der Stadt Leipzig,Sachsen,Öffentlich, Berufsschulen ,1,,
Ruth-Pfau-Schule Berufliches Schulzentrum der Stadt Leipzig Gesundheit und Soziales,Sachsen,Öffentlich, Berufsfachschulen  Berufliche Schulen  Berufsschulen  Gymnasiale Oberstufe ,1,,
Klinikum St. Georg gGmbH Medizinische Berufsfachschule,Sachsen,Öffentlich, Berufsfachschulen ,1,,
Berufsbildende Schule der Berufsbildungswerk Leipzig für Hör- und Sprachgeschädigte gGmbH - staatlich anerkannte Ersatzschule,Sachsen,Öffentlich, Berufsschulen ,1,,
"Berufliches Schulzentrum ""Dr. Hermann Schulze-Delitzsch""",Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum Eilenburg Rote Jahne,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum Schkeuditz,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum Döbeln,Sachsen,Öffentlich, Berufsschulen ,1,,
Fachschule für Landwirtschaft Döbeln,Sachsen,Öffentlich, Fachschulen ,1,,
Berufliches Schulzentrum Leipziger Land,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum Grimma,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum Wurzen,Sachsen,Öffentlich, Berufsfachschulen  Berufliche Schulen  Berufsschulen  Bildungszentrum  Fachoberschulen ,1,,
Berufliches Schulzentrum Oschatz,Sachsen,Öffentlich, Berufsschulen ,1,,
Berufliches Schulzentrum Torgau,Sachsen,Öffentlich, Berufsschulen ,1,,
"Medizinische Berufsfachschule des Kreiskrankenhauses ""Johann Kentmann"" gGmbH",Sachsen,Öffentlich, Berufsfachschulen ,1,,
Berufliches Schulzentrum für Wirtschaft und Gesundheit Werdau,Sachsen,Öffentlich, Berufsschulen ,1,,
Universität Leipzig,Sachsen,Öffentlich, Hochschulen ,1,,
Technische Universität Dresden,Sachsen,Öffentlich, Hochschulen ,1,,
Technische Universität Chemnitz,Sachsen,Öffentlich, Hochschulen ,1,,
Technische Universität Bergakademie Freiberg,Sachsen,Öffentlich, Hochschulen ,1,,
Internationales Hochschulinstitut Zittau,Sachsen,Öffentlich, Hochschulen ,1,,
Dresden International University,Sachsen,Öffentlich, Hochschulen ,1,,
Palucca Hochschule für Tanz Dresden ,Sachsen,Öffentlich, Oberschulen  Hochschulen ,1,,
Hochschule für Bildende Künste Dresden,Sachsen,Öffentlich, Hochschulen ,1,,
Hochschule für Grafik und Buchkunst Leipzig,Sachsen,Öffentlich, Hochschulen ,1,,
Hochschule für Musik und Theater Leipzig,Sachsen,Öffentlich, Hochschulen ,1,,
Hochschule für Musik Dresden,Sachsen,Öffentlich, Hochschulen ,1,,
Hochschule für Kirchenmusik Dresden,Sachsen,Öffentlich, Hochschulen ,1,,
"Evangelische Hochschule Dresden - University of Applied Sciences for Social Work, Education and Nursing",Sachsen,Öffentlich, Hochschulen ,1,,
Hochschule für Technik und Wirtschaft Dresden ,Sachsen,Öffentlich, Hochschulen ,1,,
"Hochschule für Technik, Wirtschaft und Kultur Leipzig ",Sachsen,Öffentlich, Hochschulen ,1,,
Hochschule Mittweida ,--,--,--,0,,
Hochschule Zittau/Görlitz ,Sachsen,Öffentlich, Hochschulen ,1,,
Westsächsische Hochschule Zwickau ,Sachsen,Öffentlich, Hochschulen ,1,,
Evangelische Hochschule Moritzburg,Sachsen,Öffentlich, Hochschulen ,1,,
AKAD.Die Privat-Hochschulen.Fachhochschule Leipzig,Sachsen,Öffentlich, Hochschulen ,1,,
Hochschule der Sächsischen Polizei Rothenburg (FH),Sachsen,Öffentlich, Hochschulen ,1,,
Fachhochschule der Sächsischen Verwaltung Meißen,Sachsen,Öffentlich, Hochschulen ,1,,
Staatliche Studienakademie Bautzen,Sachsen,Öffentlich, Hochschulen ,1,,
Staatliche Studienakademie Breitenbrunn,Sachsen,Öffentlich, Hochschulen ,1,,
Berufsakademie (BA) Sachsen - Staatliche Studienakademie Dresden,Sachsen,Öffentlich, Hochschulen  Fachhochschulen  Universität  Fachakademie ,1,,
Staatliche Studienakademie Glauchau,Sachsen,Öffentlich, Hochschulen ,1,,
Staatliche Studienakademie Leipzig,Sachsen,Öffentlich, Hochschulen ,1,,
Staatliche Studienakademie Plauen,Sachsen,Öffentlich, Hochschulen ,1,,
Staatliche Studienakademie Riesa,Sachsen,Öffentlich, Hochschulen ,1,,
Staatliches Pierre-de-Coubertin Gymnasium Erfurt Spezialschule für Sport,Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""Johann Gutenberg"" Erfurt",Thüringen,Öffentlich, Gymnasien ,1,,
Königin-Luise-Gymnasium Erfurt Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
Heinrich-Hertz-Gymnasium Erfurt Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""Albert Schweitzer"" Erfurt",Thüringen,Öffentlich, Gymnasien ,1,,
"Heinrich-Mann-Gymnasium Erfurt Staatliches Gymnasium ""Zur Himmelspforte""",Thüringen,Öffentlich, Gymnasien ,1,,
Goethe-Gymnasium Gera/ Rutheneum seit 1608 Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
Karl-Theodor-Liebe-Gymnasium Gera Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
Zabel-Gymnasium Gera Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
Staatliches Sportgymnasium mit angegliederten Regelschulklassen ,Thüringen,Öffentlich, Gymnasien ,1,,
Otto-Schott-Gymnasium Jena Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
Staatliches Gymnasium ,Thüringen,Öffentlich, Gymnasien ,1,,
Carl-Zeiss-Gymnasium Jena Staatliches Gymnasium mit math.-nw. Spezialklassen,Thüringen,Öffentlich, Gymnasien ,1,,
Staatliches Angergymnasium Jena,Thüringen,Öffentlich, Gymnasien ,1,,
Staatliches Gymnasium Suhl ,Thüringen,Öffentlich, Gymnasien ,1,,
Musikgymnasium Schloss Belvedere Staatliches Spezialgymnasium Weimar,Thüringen,Öffentlich, Gymnasien ,1,,
Friedrich-Schiller-Gymnasium Weimar Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""Johann Wolfgang v. Goethe"" Weimar",Thüringen,Öffentlich, Gymnasien ,1,,
Humboldt-Gymnasium Staatliches Gymnasium Weimar,Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""Ernst Abbe"" Eisenach",Thüringen,Öffentlich, Gymnasien ,1,,
Elisabeth-Gymnasium Eisenach Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
St.-Josef-Gymnasium Dingelstädt Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""Johann Georg Lingemann"" Heiligenstadt",Thüringen,Öffentlich, Gymnasien ,1,,
Gottfried-Wilhelm-Leibniz-Gymnasium Staatliches Gymnasium Leinefelde,Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""Marie Curie"" Worbis",Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""Friedrich Schiller"" Bleicherode",Thüringen,Öffentlich, Gymnasien ,1,,
Humboldt-Gymnasium ,Thüringen,Öffentlich, Gymnasien ,1,,
Herder-Gymnasium Nordhausen Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
Staatliches Dr.-Sulzberger-Gymnasium Bad Salzungen,Thüringen,Öffentlich, Gymnasien ,1,,
Philipp-Melanchthon-Gymnasium Schule der deutschen Einheit Staatliches Gymnasium Gerstungen,Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""Albert Schweitzer"" Ruhla",Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""Johann Gottfried Seume"" Vacha",Thüringen,Öffentlich, Gymnasien ,1,,
Salza-Gymnasium Bad Langensalza Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
Friedrich-Ludwig-Jahn-Gymnasium Großengottern Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
Käthe-Kollwitz-Gymnasium Lengenfeld unterm Stein Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
Tilesius-Gymnasium Mühlhausen Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
Seiler-Gymnasium Staatliches Gymnasium Schlotheim,Thüringen,Öffentlich, Gymnasien ,1,,
Kyffhäusergymnasium Bad Frankenhausen Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""Friedrich von Hardenberg"" Greußen",Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""Geschwister Scholl"" Sondershausen",Thüringen,Öffentlich, Gymnasien ,1,,
Thüringisches Rhön-Gymnasium Kaltensundheim Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
Henfling-Gymnasium Meiningen Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
Staatliches Gymnasium Oberhof Spezialschule für Sport,Thüringen,Öffentlich, Gymnasien ,1,,
Philipp-Melanchthon-Gymnasium Schmalkalden Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
Heinrich-Ehrhardt-Gymnasium Zella-Mehlis Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
Perthes-Gymnasium Staatliches Gymnasium Friedrichroda,Thüringen,Öffentlich, Gymnasien ,1,,
Arnoldischule Gotha Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
Ernestinum Gotha Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
Staatliches Gymnasium ,Thüringen,Öffentlich, Gymnasien ,1,,
"""von-Bülow-Gymnasium"" Neudietendorf Staatliches Gymnasium",Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""Gleichense"" Ohrdruf",Thüringen,Öffentlich, Gymnasien ,1,,
Salzmannschule Schnepfenthal Staatliches Spezialgymnasium für Sprachen,Thüringen,Öffentlich, Gymnasien ,1,,
Oskar-Gründler-Gymnasium Staatliches Gymnasium Gebesee,Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""Prof. Fritz Hofmann"" Kölleda",Thüringen,Öffentlich, Gymnasien ,1,,
Staatliches Gymnasium ,Thüringen,Öffentlich, Gymnasien ,1,,
Staatliches Gymnasium Georgianum Hildburghausen,Thüringen,Öffentlich, Gymnasien ,1,,
Hennebergisches Gymnasium ,Thüringen,Öffentlich, Gymnasien ,1,,
Staatliches Gymnasium Arnstadt ,Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""Am Lindenberg"" Ilmenau",Thüringen,Öffentlich, Gymnasien ,1,,
Goetheschule Ilmenau Staatliches Gymnasium mit mat.-nw. Spezialklassen,Thüringen,Öffentlich, Gymnasien ,1,,
Bergschule Apolda Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
Marie-Curie-Gymnasium Staatliches Gymnasium Bad Berka,Thüringen,Öffentlich, Gymnasien ,1,,
Lyonel-Feininger-Gymnasium Staatliches Gymnasium Buttelstedt/Mellingen (Verbund),Thüringen,Öffentlich, Gymnasien ,1,,
Staatliches Gymnasium Neuhaus am Rennweg ,Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""Hermann Pistor"" Sonneberg",Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""Dr. Max Näder"" Königsee",Thüringen,Öffentlich, Gymnasien ,1,,
Gymnasium Fridericianum Rudolstadt Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""Heinrich Böll"" Saalfeld",Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""Erasmus Reinhold"" Saalfeld",Thüringen,Öffentlich, Gymnasien ,1,,
Friedrich-Schiller-Gymnasium Eisenberg Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
Staatliches Holzland-Gymnasium Hermsdorf,Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""Leuchtenburg"" Kahla",Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""J.H.Pestalozzi"" Stadtroda",Thüringen,Öffentlich, Gymnasien ,1,,
Staatliches Gymnasium ,Thüringen,Öffentlich, Gymnasien ,1,,
Orlatal-Gymnasium Neustadt an der Orla Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""Am Weißen Turm"" Pößneck",Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""Dr. Konrad Duden"" Schleiz",Thüringen,Öffentlich, Gymnasien ,1,,
Osterlandgymnasium Staatliches Gymnasium Gera,Thüringen,Öffentlich, Gymnasien ,1,,
Ulf-Merbold-Gymnasium Staatliches Gymnasium Greiz,Thüringen,Öffentlich, Gymnasien ,1,,
Georg-Samuel-Dörffel-Gymnasium Staatliches Gymnasium Weida,Thüringen,Öffentlich, Gymnasien ,1,,
"Staatliches Gymnasium ""Friedrich Schiller"" Zeulenroda",Thüringen,Öffentlich, Gymnasien ,1,,
Friedrichgymnasium Altenburg Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
Lerchenberggymnasium Altenburg Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
Veit-Ludwig-von-Seckendorff- Gymnasium Meuselwitz Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
Roman-Herzog-Gymnasium Schmölln Staatliches Gymnasium,Thüringen,Öffentlich, Gymnasien ,1,,
Staatliche Gemeinschaftsschule/Kommunale Schule Jena Kulturanum,Thüringen,Öffentlich, Gemeinschaftsschulen ,1,,
"Staatliche Gemeinschaftsschule ""Galileo"" Winzerla",Thüringen,Öffentlich, Gemeinschaftsschulen ,1,,
Lobdeburgschule Jena Staatliche Gemeinschaftsschule,Thüringen,Öffentlich, Gemeinschaftsschulen ,1,,
"""Kaleidoskop"" Jena Staatliche Gemeinschaftsschule",Thüringen,Öffentlich, Gemeinschaftsschulen ,1,,
Montessorischule Jena Staatliche Gemeinschaftsschule,Thüringen,Öffentlich, Gemeinschaftsschulen ,1,,
Jenaplan-Schule Jena Staatliche Gemeinschaftsschule,Thüringen,Öffentlich, Gemeinschaftsschulen ,1,,
Jenaplan-Schule Suhl Staatliche Gemeinschaftsschule,Thüringen,Öffentlich, Gemeinschaftsschulen ,1,,
Staatliche Gemeinschaftsschule Weimar,Thüringen,Öffentlich, Gemeinschaftsschulen ,1,,
Brückenschule Aschara Staatliche Gemeinschaftsschule,Thüringen,Öffentlich, Gemeinschaftsschulen ,1,,
"Staatliche Gemeinschaftsschule Hüpstedt ""Dünwaldschule""",Thüringen,Öffentlich, Gemeinschaftsschulen ,1,,
Staatliche Gemeinschaftsschule Rodeberg,Thüringen,Öffentlich, Gemeinschaftsschulen ,1,,
Staatliche Gemeinschaftsschule Stadtilm,Thüringen,Öffentlich, Gemeinschaftsschulen ,1,,
Staatliche Gemeinschaftsschule Bürgel,Thüringen,Öffentlich, Gemeinschaftsschulen ,1,,
Staatliche Gemeinschaftsschule Tanna,Thüringen,Öffentlich, Gemeinschaftsschulen ,1,,
Erich-Mäder-Schule Altenburg Staatliche Gemeinschaftsschule,Thüringen,Öffentlich, Gemeinschaftsschulen ,1,,
